ID,LABEL
,POSITIVE
27224 Carrots Juice bar is not only a very clever play on words, but truly symbolizes the high quality, freshness and purity of the juices served at this brand new
,POSITIVE
273Love this place! Best ramen I have found so far in Vegas. Its a small place but the staff are super friendly and the ramen is great! They also have
,POSITIVE
274Walked in around 2pm on Friday and waited at the front counter for roughly 5 mins without ever seeing any of the employees.  Left and went next door to
,POSITIVE
275It seems every time I come to this Pharmacy, they are not organized or they promise a time and it's never ready. I'll go to the one on 3975 E.
,POSITIVE
276My friend got a tuna sandwich from here and after he ate it didn't feel so hot. Being wise and knowledgeable I knew better then to eat at this place.
,POSITIVE
277Ok, Tired of Subway, very very tired... New Sub place across from my fave grocery store LeeLee,,, anyways,, went into SideWinder, and there was one other customer.. Checked out the
,POSITIVE
278Visiting PGH for the weekend, as my fiancé rotates at a local hospital, and we decided to try Toast.  The menu looked interesting enough to warrant a go, but
,POSITIVE
279It's probably no surprise but, we can't get Mexican food like this in Savannah. I'm not an expert, but this seemed so authentic and fresh, albeit very, very spicy. Margaritas
,POSITIVE
280Didn't allow take out at lunch (I wanted rolls). One table seated and 5 people at the bar. EPIC FAIL. Everyone was next door watching the games in the betting
,POSITIVE
281Knowing that I had a layover in Charlotte, NC, and knowing that there was a Bojangles in the airport I just had to look up the location (end of Terminal
,POSITIVE
282I love the atmosphere-everything has a school like theme. You're also allowed to sample a beer before you buy it, which is great. Pretty crowded during HH but a fun
,POSITIVE
283Cant complain about anything here......Excellent  is the word I would use to describe my experience. Try the hummus and the pickled vegis are a great addition.
,POSITIVE
284Impressed! Surprised to see so many negative reviews. We did have to wait awhile to be seated, but it was Fri night, so we expected that. Our server, Kendra, was
,POSITIVE
285I ordered my cake on a last minute decision to have a wedding cake for my wedding reception in Las vegas. I ordered the cake over the phone and it
,POSITIVE
286Sad to write this, came on a Wednesday morning, we were immediately seated, 20 minutes later no one came to our table. After watching three other parties get seated, and
,POSITIVE
287As I said before in one of my other reviews, our work EDR doesn't always cut it, so sometimes we order out. Kung Fu is great and delivers quickly, but
,POSITIVE
288Ticket prices are higher than Harkins almost every time. Their IMAX theatre is a retrofit so it doesn't give you the same experience as those built for IMAX.
,POSITIVE
289Everything is perfect here. The staff have very good attitude. There's no additional charge if you don't bring your own food and drinks. The price of the food and drink
,POSITIVE
290Come on! Who doesn't love this place?! The best seafood from down south Cajun style or not, you cannot beat this menu! I know it's a little pricey, but the
,POSITIVE
291If you hate sweets - just go look.  It's eye candy beyond being delicious.  I personally prefer the location at Aria (not Bellagio).  It has gelato, chocolates,
,POSITIVE
292Another tourist attraction. Everything just has coca cola logos and are for sale...nothing fancy just any thing and everything with the coca cola logo...and of course drinks. It's free to
,POSITIVE
293For $50.00 a night... you can't really ask for more...It had a microwave, a fridge, a couch, 2 TVs, a decent bathroom, another room where the bed was at, and
,POSITIVE
294I've been here three or four times and they're vegan blueberry cake is wonderful! I tried a gluten-free brownie and next time I will try a vegan brownie. The organic
,POSITIVE
295They didn't notify guests that memorial day weekend they would distribute wristbands for hotel room access (aka no guests other than those specified in reservations). No one can come up
,POSITIVE
296Just moved here and got their flyer in the mail.. Called for delivery and staff was really curt and rude.. said they didn't even have the ingredients for one of
,POSITIVE
297Wave is awesome! I was very nervous about having a cleaning service come to my home. But everything was great. They showed up on time, even a little early, and
,POSITIVE
298Likes: Panang curry with roti, hamachi, tuna roll with rice crackers, soft beef cubes, yummy drunken noodles, refreshing watermelon juice, sweet lychee blueberry cooler, AMAZING service, located inside the beautiful
,POSITIVE
299I will give 5 stars to this dealership because the service department is awesome! They are super friendly and very professional. My salesman Clark Smith I believe his name was
,POSITIVE
300I finally made it!!!!  I took my friend Derek, as we have been pursuing the spiciest foods in Vegas and had yet to be happy with the results. 
,POSITIVE
301Greens, potato salad, fried catfish seasoned to perfection. Grilled cheese that tastes as good as my high school cafeterias (yes that's a compliment, it was my favorite) .. Golden brown
,POSITIVE
302Only had an hr and needed a pedi and a gel Mani. So Leslie worked on my hands while another girl worked on my feet. Great experience. Super nice ppl
,POSITIVE
303We shipped a package at this store and there was a problem with the package.  When we checked the UPS website it states the package was damages and someone
,POSITIVE
304I took my aunt and my mom here, I heard it was a great place, never again will I go back, we ordered chips and spinach dip for about $11.00
,POSITIVE
305This is inside the Valley Ho. Good brunch/lunch spot. They had a $5 dollar Bloody Mary bar- WHAT WHAT, amazzzinggg. Nice to sit outside on a nice 75 degree day
,POSITIVE
306This hotel is really dated, and the rooms smell funny. The staff is very nice and the hotel is near the airport. I stayed here due to a flight being
,POSITIVE
307This store has some problems.   The garden section is nice in the spring and well staffed to my taste.   But the main hardware section is sort
,POSITIVE
308My 1st time here.. It was so GREAT.. My BFF had her brithday dinner here .. The food was soooooooo super GREAT.. Everyone was very nice.. O.. Don't 4get to
,POSITIVE
309My wife and I went with another couple for a birthday celebration. We asked for outdoor seating and had a nice table on the balcony. The hostess was friendly enough.
,POSITIVE
310This bookstore is more like a cross between bookstore and metaphysical store. There are always a ton of events, the night we went there last they were having a author
,POSITIVE
311Wow this place sucks. Switched from AT&T (and lost my grandfathered in unlimited data) to T-Mobile and went here for help. Because they didn't know what they were talking about,
,POSITIVE
312On a whim, my husband and I decided to try this restaurant for dinner. We had a gift card to Chili's, which is apparently part of the same chain as
,POSITIVE
313It was alright. The encrusted goat cheese medallions in the goat cheese salad had way too much breading and it made them very dry, and they didn't taste like goat
,POSITIVE
314Since we were in the area, my friend and I decided to eat here again. This time I tried the Chicken Enchilada Nachos. They sounded like they would be tasty
,POSITIVE
315I heard this show was ending this year. So sad. I really enjoyed it. The show is expensive so go to those discount ticket places. You might get lucky. We
,POSITIVE
316When my family and friends from Brooklyn visit me in Vegas and want pizza, I only take them to NY Pizza  & Pasta , Need I say more?
,POSITIVE
317Very happy with service. Hubs and i had pedi here, we were not disappointed. Good service and price.  We will b going again.
,POSITIVE
318Though the Genius was unable to fix my apparently coffee-soaked laptop (wha? who?) I can't really hold Apple responsible (though I'd like to) and my review must rest on the
,POSITIVE
319I am sad to report a good friend of mine is moving out of the Charlotte region and a trip to a place that touted an assortment of delicious frozen
,POSITIVE
320Yelp's 365 Review Challenge 2014 #149 - #365I've heard about Charlie's through friends and so I had to check it out for myself. Located off the strip into a small
,POSITIVE
321Tried having dinner there on Friday, August 16,2013. Just tried because when we checked in were told 30-35 minute wait. Ok with that even though it means standing in entrance
,POSITIVE
322Do not stay at this hotel. Unless you like rooms that are outdated by at least 20 years.Not only are the rooms outdated, but they are dirty. My family and
,POSITIVE
323This is beyond stupid. Some old fart sets up a bar in his house and some other jackass adds him as a business on Yelp? Seems to me like someone
,POSITIVE
324Wow, so this place sucks..even WITH a handicap for being airport food. Here is why:1. Only has 1 cooler with salads and sandwiches + a variety of sodas and water2.
,POSITIVE
325Get here early for happy hour. Space is limited to the bar only.
,POSITIVE
326This place is very busy, but has everything you need.
,POSITIVE
327Terrible service. We waited over 1 hour 20 min for food.  They got part of our order wrong and gave only 25% of the 1 item which they got
,POSITIVE
3282 kinds of bacon: Hormel and Oscar Meyer. No quality, water-free bacon. Better selection at Circle K. Seafood is overpriced. Walleye was frozen and should be about $6 less per
,POSITIVE
329The chicken pho that I had was AMAZING!!!! Great flavors! My only critique of this place was that the restaurant was kind of busy and there was only one guy
,POSITIVE
330I went there with two of my friends today for dinner. I wanted to order some type of meat dish, but one of my friend stopped me saying its meat
,POSITIVE
331aaahhhhhhhh-mazing! I bought a "groupon-now" for a hot stone massage, which I have never had before but have heard great things so I thought I would give it a try.
,POSITIVE
332I would give these guys 6 stars if I could.  My girl and I moved in together from 2 separate houses.  I thought she told them there were
,POSITIVE
333From the yelling in the kitchen to the mediocre food --- The distinguishing characteristic to me was how this place could have the worst parts of a greasy spoon breakfast
,POSITIVE
334Fun place, but the ladies night .50 cent drinks are watered down. That vodka or rum or whatever you are getting poured into your cocktail, is not pure alcohol it's
,POSITIVE
335Awesome Vietnamese place. It was recommended to me by the Vietnamese owner of a gelato shop (random, huh). The pho is really good and the spring rolls are excellent as
,POSITIVE
336Having been here before with very positive experiences I took a friend out to dinner for her birthday for whom it was her fist visit to Palm. The dinner started
,POSITIVE
337Our experience with The Tipsy Cow would have been better had my wife and I not felt ill (nauseous) after our meal here. The service was slow; our food took
,POSITIVE
338We order out from there once in awhile at work, and since the remodel, they act like the customer does not matter. First they got the order wrong, and then
,POSITIVE
339My first impression of this place was that they take a perfectly good thing like a burger, stuff it with goose livers or lobster and charge north of $40 for
,POSITIVE
340Yuck! This place is all about presentation. The food taste horrible . And expensive. This is by far the worst Vegas eatery that i've ever experienced. The only thing I
,POSITIVE
341I started going to this Starbucks because it was close to my parents and has a drive up- but be careful because nearly 1/2 the time my order is messed
,POSITIVE
342This is a very strange place; They call it "buffet" ...more like a sit down type restaurant. It's poorly decorated yet it offer that "Homey"  atmosphere. It makes me
,POSITIVE
343This is a great upscale casual restaurant.  Wide variety of food so there is something for everyone. Good wine selection. Cheese board is fantastic.  Professional staff.
,POSITIVE
344I wanted to give them a higher rating because the food is good and my family and friends had an amazing time bowling. We had a group of about 30
,POSITIVE
345The food is good and authentic.However, the hitch is that our waitress was kind of impatient and rush
,POSITIVE
346I LOVE CRISP!!!! From the menu, to the staff, great/fast customer service!  Everything about this place is wonderful.  It's healthy fast food when you need a quick bite.
,POSITIVE
347Dr Moschonas is the best doctor I've ever been too. I've had a spinal chord injury for two years and been to countless doctors and specialists, yet none of them
,POSITIVE
348Technically, two and a half stars.  It really is a beautiful casino - the problem is that that doesn't necessarily translate in execution.CONS:1.  Very bad time with the
,POSITIVE
349Worst experience. My realtor, Hanna, was impatient. I always felt rushed when looking at homes. Then once we did make offer on a home, it was "radio silence". Hardly any
,POSITIVE
350I would put 0 stars if it was an option....Pros:Absolutely nothingCons:-Plastic plates and silverware-Terrible service-Taquitos that are the frozen kind you buy at the grocery store, seriously?! For being an
,POSITIVE
351Located just off the 215 freeway on Rainbow & Warm Springs, DT's Filipino restaurant is a local hot spot catering to the Asian cuisine. Owned by Vietnamese...they offer not just
,POSITIVE
352THEY CHARGED ME OVER $150 FOR 3 MONTHS OF MEMBERSHIP, APPLICATION FEES, AND CENCELLATION FEES WHEN i NEVER RECIVED A FRICKEN MEMBERSHIP CARD. So basically i was never a member
,POSITIVE
353I've eaten here twice. I love eating here. The pizza is excellent. I've had a sausage pizza and they definitely do not skimp on the sausage. It's very tasty. I've
,POSITIVE
354I got my Birthday free large pizza. We ordered grilled chicken pesto pizza.  It was delicious.  Omg idk how they do it, but they have the best pizza
,POSITIVE
355These guys did a terrible job repairing my daughters phone then would not stand behind their work. I would not recommend at all.
,POSITIVE
356Perhaps my experience left me feeling bitter simply because I was not aware that you are supposed to cook your own steaks.... Wait, restaurant... cook my own food????Me and my
,POSITIVE
357This place is great.  If you're just visiting Vegas and you're looking for some authentic northeastern Chinese food, this is definitely a place worth checking out. It's still relatively
,POSITIVE
358I was very excited to try this place. Unfortunately I was disappointed. I got the combo so I can taste both of there main offerings, Chicken and ribs. It was
,POSITIVE
359I went to this chilis last night with an old friend for dinner... but I accidentally kind of ate dinner at Liberty Market before I went (oops....curse their delicious yet
,POSITIVE
360Normally Cracker Barrel has good food and good service but not this one. It's obvious that large parties take priority and not smaller parties that wait patiently. After 45 minutes
,POSITIVE
361Stayed a week here was one of the worst hotel rooms I stayed in, in the morning you can hear the people next door farting and peeing in the toilet.
,POSITIVE
362Overly priced deliciousness in a cup. Hot or iced, If you are into teas check it out and don't forget the German rock sugar
,POSITIVE
363should be no star. internet has charge? the heck! most of the hotels offer it for free this hotel sucks!
,POSITIVE
364Sad ... I had a Gyro platter.. Great service.. They gave a lot of everything. But with so much competition in the Greek faster food world the meat tasted like
,POSITIVE
365Don't waste your time or money.  I wish I had read the reviews before we had lunch here!!  Had a friend in town visiting and we thought we
,POSITIVE
366Am I the only person who wasn't super impressed with this Bellagio offering? Yeah, the flowers are nice...there are teeny, tiny signs with their scientific names for the wannabe horticulturists.There
,POSITIVE
367Our male cat had one of his "accidents" on my brother's navy blue comforter, and we had to get it cleaned immediately.  I read the review by October R.
,POSITIVE
368Heard about it on triple D, and it definitely lived up to the hype.  The oxtail fries are super original and tasty.  The duck was cooked perfectly. 
,POSITIVE
369I KNEW I would love this place even before I walked in!  It's actually sad it took me so long to get here, considering I'm such a tea nerd.
,POSITIVE
370STILL haven't heard from manager Kevin.  Will keep experience short.  Planned a surprise party for friend, we all work in the area.   34 RSVPd and 42
,POSITIVE
371I like Tryst. The end.Just kidding. Tryst is pretty nice because there is not a bajillion people, but the ambiance is nice (waterfall, several dance floors, nice booths)... the drinks
,POSITIVE
372I might be the pickiest customer when it comes to nails. I like to find pictures online and bring them into the salon. 99% of the time salons try, but
,POSITIVE
373This is the best Vietnamese food in Phoenix in my opinion.  Staff are nice, prices are reasonable, and the food is excellent.  Ambiance, not so great.
,POSITIVE
374I went into Allure nails tonight in south Charlotte. Very clean, very friendly and I truly enjoyed my experience. I went later in the day so it was just myself
,POSITIVE
375So you like FnB? You like small, homegrown, local loving establishments? Lucky for you, Baratin is right up your alley. I had the pleasure of going in and guess who
,POSITIVE
376Stay clear of all USPS. Use some other business whenever possible
,POSITIVE
377This place has false advertising, had me walk 15 min in the cold, and was closed.They advertise 2am but were closed by 11:50pm
,POSITIVE
378All I can say is WOW!!!  While visiting in AZ stopped in for a late lunch, shared a stir fry veggie bowl with tofu, it was delicious!!!  The
,POSITIVE
379I like this place.  I like it a lot.  I'm a sucker for run down places with good food and a kid friendly atmosphere.  I've never eaten
,POSITIVE
380Lunch box. Do it. Your mouth will thank you. It's cheap. It's tasty. The only thing this place is missing is a drive through.
,POSITIVE
381We went there after purchasing something from restaurants.com. UGH!  We went around 6 on weeknight and it was DEAD.  We stood there for quite awhile before being seated.
,POSITIVE
382I went to eat there yesterday, it was bad!,,, food is dry, it is not worth it for the price, I remember 3years ago this was a great place to
,POSITIVE
383Despite the lovely scenery and nice walks there's a lot more hidden poop in his apartment than hidden gems.  Lived here for a year in 2012.. Had a nice
,POSITIVE
384My daughter and I went to this place on July 5th to get a TO GO order. When we came in, it was very clean and the guy with glasses
,POSITIVE
385Cake Batter, Kit-Kat...and i ordered a waffle cone, and mixed in the scoop combo into the cone! the waffle cone tasted really really good. perfect custom combo blossom!come here after
,POSITIVE
386I'm writing this review from my room at the Hampton Inn. Long story short the staff is caring and attentive. I called earlier today with a concern about skin irritation
,POSITIVE
387Very disappointing.  Service was terrible.  Guests next to us got up and left after waiting almost 15 minutes for a server to even greet them.  Our server
,POSITIVE
388Veryy in style. Love it here. Lil pricey on the drinks. But first fridays ate alwyas poppping
,POSITIVE
389I absolutely love Pioneer's dog park! There may not be many places to sit or much shade, but there are so many dogs and it's huge! I love that they
,POSITIVE
390This was the worst experience I have ever had from any florist shop! Of all places I would have expected any place in Vegas to be the best... When requesting
,POSITIVE
391Nasty!  The burgers were nasty, the chicken sandwich was nasty, the fries were soggy (nasty), the table was nasty, the condiment bottles were nasty......NASTY.  The cashier was rude
,POSITIVE
392Comfortable atmosphere, fantastic service, terrific prices, wonderful food, and a great beer selection - my only two wishes are a) more vegetarian options on the menu and b) that there
,POSITIVE
393This place is awesome.  I've been here no less than 50 times in the last couple years.  It's great for getting a beer/cocktail, great for dinner, great for
,POSITIVE
394Stay Away!I had two items: a Caesar salad, and a margherita pizza.Caesar salad:The outer leaves of the head, at the top, with brown edges.  Hacked into random too-large and
,POSITIVE
395Food is just okay, I am from Texas where we know BBQ.   Here, you have to ask questions or you will buy the farm.  The ribs seem
,POSITIVE
396The food was really good, however the environment was nothing short of a zoo. The staff did nothing but laugh scream and flirt. Never was asked how the food was
,POSITIVE
397The first time I went to this place was In March of 08. We went for my 18th birthday.  To be honest I'm a huge steak fan, and when
,POSITIVE
398The staff at Catch 22 really care about the food and service. With all kinds of TV's around, this IS your sports bar! Enjoy the fun....
,POSITIVE
399Came here for brunch while visit the gardens. Really loved the atmosphere inside and out.  There is a long bar and plenty of seating inside and outside. It was
,POSITIVE
400It's a nice market place, its small so you don't have to walk a mile through the store. Although it seems they might be hiring stockers as it seems alot
,POSITIVE
401Loving this new location! (Though I do miss Laurel Mkt)Delish breads, lots of coffee options, friendly staff, I'm in. The two behind the counter were still getting a grip on
,POSITIVE
402I came today after my father's funeral and I am so disappointed with their service and food.  First of all, I made reservations for us at 12:45 for their
,POSITIVE
403I was in Vegas for my bachelorette party, and I knew I had to visit the Christian Louboutin store to treat myself.  I tried to justify buying shoes in
,POSITIVE
404I am redoing this review. Before I gave them 1 star because of the staff. Well let me continue with my dissatisfaction. If I could give them ZERO STARS I
,POSITIVE
405Where did they go wrong? Their quality has always been between a 3-5.  The 5 star experience make up for the "A-OK" experience.Today was just a disaster and I'm
,POSITIVE
406What a dump!! The waitress forgot my wife's order, brought the beer with the glass stuck in the top of the bottle. No traditional Japanese greeting when entering and I
,POSITIVE
407Okay, The Swizz is pretty dope. Super cheap drinks, especially if you go on ladies night. The jukebox has all the oldies that you love...especially those that you love but
,POSITIVE
408Worst service in town...I walked to the bar to refill my soda...waiter didn't care.  Food was bland and the fish in my fish tacos tasted rancid. Too many good
,POSITIVE
409If possible,  would give this place zero stars. Phuong is a major douche bag and he's the type of person that probably tortured small animals as a child. Went
,POSITIVE
410My friends rave about this place all the time. The first week of school my friends and I gathered here to have a nice dinner. The atmosphere was pretty nice
,POSITIVE
411Been to a lot of nail spas. I would say this one is one of the worst. To start they do not use plastic liners on their soaking tubs. Second
,POSITIVE
412ABSOLUTELY LOVE the Madison Farmer's Market!You cannot leave without trying Stella's Spicy Cheese bread. I may not be the person to ask about produce considering I typical go there to
,POSITIVE
413Very up to date with latest hairstyles , staff very professional , offered tea or wine etc on visit , only drawback is quite expensive but considering location acceptable. They
,POSITIVE
414The sushi here was very good.... Extremely fresh and one of the better places I've eaten at. The service was also very good and the staff were extremely polite and
,POSITIVE
415Love the fact that they are 24x7 and have 24 hour breakfast, lunch and dinner.   Although..  They need a few air fresheners and accept credit cards. 
,POSITIVE
416The Elephant House is a must for any Harry Potter fan visiting Edinburgh.There's some debate regarding whether or not The Elephant House's ties to J.K. Rowling are genuine but the
,POSITIVE
417Stayed at the Platinum for my first time in Vegas. The service was extremely slow. There were only a few customers in the restaurant for breakfast so there shouldn't have
,POSITIVE
418There is a big sign that says "Free Wi-Fi" on the wall. I came here on Monday and the Wi-Fi did not work. I thought that it was just temporary.I
,POSITIVE
419I stayed here last September with my boyfriend, we'd reserved a queen bed room in advance. NEVER AGAIN. They double booked us so we wound up with some smokey double
,POSITIVE
420Great place if ur going with tons of people. And if ur looking to save $$$ on a big spacious suite. Even if u go by yourself or with a
,POSITIVE
421OMG, is it possible to be this good?  3 times there now and 3 times I have been equally impressed.  One thing that has been a constant on
,POSITIVE
422Four of my girlfriends and I ventured into this sweet little restaurant to score some Cajun fare before heading over to an evening show at Ovens Auditorium. The restaurant itself
,POSITIVE
423The  snow ice was quite fine, in texture but the flavor was just alright.  My 8 year old son had the mango snow ice and said it was
,POSITIVE
424My mom and I were visiting Vegas and were looking forward to our meal at Giada's as we both love her cooking.  We were seated quickly upon arrival and
,POSITIVE
425This place is so busted!!! So many other great sushi places just a hop skip and jump away!!
,POSITIVE
426This store is amazing and the staff is exceptional! I was extremely impressed with the selection of bags, not to mention the GREAT prices.  I have returned many times
,POSITIVE
427Stepped in just to see what  the hulabaloo is about...and boy am I glad I did. Cheeses galore  ..I  can't wait to try my goat cheese this
,POSITIVE
428I love this place I went here when I was pregnant last year and they were always sweet and helpful of course there is a bit of a wait that's
,POSITIVE
429Absolutely horrible service! I went into exchange a pair of sunglasses I got as a gift. I wanted to exchange for a wallet because my parents have gotten me sunglasses
,POSITIVE
430I recently visited Koi Las Vegas for a Planet Hollywood tweet up for the Expendables movie. We were first greeted very nicely by the Planet Hollywood rep. After we sat
,POSITIVE
431Best coffee shop in Las Vegas
,POSITIVE
432Minus one star for the service. Overall, great food. I ordered the Asian chicken salad. It was tasty and full of flavor. The chicken was a bit dry though. The
,POSITIVE
433Disappointing draft list. With a name like Pints on Penn I expected a great beer choice...of the 5 or 6 selections offered only 2 were available, bottle selection was lacking,
,POSITIVE
434Imagine my surprise when I went to give these guys one star and they already have a one star rating. they lost yet another package for a top customer of
,POSITIVE
435This is the best Marshall's in Charlotte! Hands down!  Whenever I go, I make sure I have at least an hour or two, so I can try and look
,POSITIVE
436After today I am going to be taking my business else where. I have spent thousands of dollars on my dog in the past year and I keep getting ripped
,POSITIVE
437This was my first time in here and was greeted with the coziest, friendliest atmosphere. The service was excellent, unfortunately I forgot her name. She made sure what I ordered
,POSITIVE
438Had Phend come out and deal with a toilet "situation" ... they did a brilliant job, friendly courteous and knowledgeable!
,POSITIVE
439If you are in the market for stationary or custom invitations this is the place... recently I had to get some invitations made for an engagement party I was hosting.
,POSITIVE
440Not so great anymore.  I've been known to play hookie from time to time and stop by the local coffee shops to do homework or read.  This used
,POSITIVE
441I had called in an order here and everything seemed good. Just ordered some breadsticks for delivery and when the delivery person got here she was very rude and kind
,POSITIVE
442Aweful service. Black obese man claiming to be the manager literally kicked us out of the store 10 minutes BEFORE the store was supposed to close. He was rude, thoughtless,
,POSITIVE
443We had a nice dinner,, but my wife got food posioning..  She woke up 4am and was ill and continued to be ill that day..  Could keep nothing
,POSITIVE
444Kinda lame. It's a large space with not as many things for the kids to do as you would think. The rock climbing was closed, so there was one bouncy
,POSITIVE
445Atmosphere is outstanding with live country music.  Food is wonderful for the price.  Flat iron steak and potato for $14.  Beer is cold!   Highly recommend!!!
,POSITIVE
446M&M Glass is on time and repairs auto glass with high quality - same day.  They also provide mobile service and with courteous professionals.  Janet in the office
,POSITIVE
447With so many mexican cuisine choices...don't ask me why we chose to eat at Macayos. The food was bland and the service was so so. No reason to rush here
,POSITIVE
448The food here is awful.  I came with a small group of people for dinner one night before heading out bar hopping at a few places at the Waterfront.
,POSITIVE
449Tried this place thru Groupon since it was close to my work. Rice was undercooked and I had scale in the spicy Tuna roll. Overall, sushi and rolls weren't tasteful
,POSITIVE
450The wife and I visited for the first time yesterday.  Though a little pricey when you include a glass of wine for lunch, everything we had was very tasty.
,POSITIVE
451A few years back (06/07) I had the entire engine replaced in my 1998 Eddie Bauer Ford Expedition after getting a fair quote.  Spent almost $6,000.  Halfway into
,POSITIVE
452WORST experience EVER! And I'm not exaggerating. After paying 100+ we get inside, no bartender in sight for about 10 minutes, might I add we only had 30 minutes before
,POSITIVE
453I guess the word that comes to mind when I think of this place is "growing pains".  Amellie's, the ridiculously popular French Bakery, has spawned a miniature version Uptown
,POSITIVE
454six months i drove by grace walk , finally got the nerve to walk in, was met by a husband & wife couple & welcome team, i said wow folks
,POSITIVE
455play in a hockey tournament w/your buddies while the girlfriends get their drinks at the bar = WIN FOR EVERYBODY.
,POSITIVE
456I went in today and ordered a sandwich, drink, bag of chips, and two cookies. My order was to go so I wanted to wait until after I got my
,POSITIVE
457It seems the Biosphère is in danger, and will close its doors to the public in October. Mmm, what does that say about the general interest in ecology and sustainability
,POSITIVE
458So this my deal with Panchos.  Our food was delicious. Everyone enjoyed the meal. Salsa was quite delicious. But, and it's a big deal, it's just too pricey. Everything
,POSITIVE
459Good pizza with LOTS of toppings. Tried the meat lover's pizza and BBQ wings (amazing sauce, btw) and they were good. I must say they do take their time when
,POSITIVE
460All I can say is WOW!  The food was amazing! We had the whole wheat penne and the orecchiette with Italian sausage. Really good. We also split the Nutella
,POSITIVE
461This is a very Family Friendly Restaurant. All the food is homemade & extremely good. There breakfast is out of sight. I enjoy this place. I recommend you try it
,POSITIVE
462Was excited to try Butters for breakfast this past weekend because it is so close to my house but was definitely disappointed. When we walked in to put our name
,POSITIVE
463Got brunch with the boyfriend today and we had a wonderful meal at egg works located in the trails. We had a very attentive and kind server named Curtis. He
,POSITIVE
464Good food, clean restaurant, but terrible service...The waitress literally walked up to our table and the first words out of her mouth..."what do you want?" I was embarrassed for her!
,POSITIVE
465Amazing food. I've had this placed bookmarked for almost a year and am kicking myself for waiting so long to go!  The food was fresh, with unique flavor combinations
,POSITIVE
466Horrible customer service, went in to order a cake, old lady employee told me to wait while she serve the other customers who came after me. She did it twice
,POSITIVE
467Ok, this was my first time there. A little pricey, but it is all served family style. It is not the best Italian food I have ever had, but it
,POSITIVE
468"You better cut the pizza in four pieces because I'm not hungry enough to eat six."  ― Yogi BerraNothing beats a cheesy deep-dish pizza with all your beloved toppings.
,POSITIVE
469Quite poor, actually.  I ordered the $20 mahi mahi and it was junk.  It was way too salty, and the vegetables that came on the side were barely
,POSITIVE
470It's very trendy, I love the open space, they have I re think about those uncomfortable chairs... Food was delicious I order pork shoulder just a right amount of spice,
,POSITIVE
471Best cleaners in town!  Fast and inexpensive.  Friendly too!  Why can't everyplace be this same way.  A real treasure if you live near it like we
,POSITIVE
472I have now been to Cowfish several times, and I must say that it has been well worth it.  It's a great place to meet friends after work. 
,POSITIVE
473I've written lots of restaurant reviews, but this is the first time I've ever felt compelled to write one for a doctor.  My experiences with Dermatique have been so
,POSITIVE
474I am disgusted with the restaurant!!! Let's see... cater to kids and tell my 5 year old grandson to cross a seriously busy street (Central Ave.) to use the bathroom
,POSITIVE
475Michael was amazing and the best massage I've ever had! He scheduled me at the last minute when I was in a lot of back pain. He was professional, prompt
,POSITIVE
476Checked it out for a day. The Titanic artifacts museum was outstanding! Whoever put this all together really did an outstanding job. Truly excellent and well thought out. After spending
,POSITIVE
477I came here today for breakfast ..... Omg!! It was absolutely amazing. It was super busy.... Which has to tell you something!!! I mean this is the spot!!! There was
,POSITIVE
478Average Chinese, not bad but it would be so easy to make it better! Strip prices, above strip-average portions.
,POSITIVE
479WOW does this place make a mean bananna and pecan pancake!! yummy for my tummy! Surprised I got out of my seat by the time I finished this massive breakfast
,POSITIVE
480My wife and I got our Open Water Cert from El Mar back in 2009. Then in Nov 2010 we bought our 3 kids Open Water. The cost for the
,POSITIVE
481This review is from two years ago, but I think that it is relevant, being that it involves the same owner, and Bagel Factory has been there forever. It has
,POSITIVE
482Have bought probably 6+ Waterman Ballpoint pens here. I tend to lose them and give them as gifts. Was really happy to keep my business local as my office is
,POSITIVE
483**If I could rate no stars, I would. In short, my stay at the mirage was a NIGHTMARE. They DO NOT care about their guests and are not helpful!!****1. To
,POSITIVE
484Decided to try this breakfast place. Bad idea. We always go somewhere else but they were crowded. Walked in to eggs n more and there were about 3 groups ahead
,POSITIVE
485Fish is not fresh,  sushi is salty and fried tempura ice cream-is generic and old.  Shrimp tempura is fast and cold,   Sauce is. Cold and light.
,POSITIVE
486My roadside service has a contract with this company and this is how I came to use them. It was Good Sam RV roadside services contractor. My fuel pump went
,POSITIVE
487DO NOT GO HERE.  Reservations are recommended.  However, regardless of how far in advance you make a reservation, they can choose to rent the place out to 
,POSITIVE
488Uns hat es leider nicht geschmeckt. Es gibt deutlich bessere indische Restaurants in Karlsruhe.
,POSITIVE
489Awesome food, our waiter Gene was the coolest, presentation was amazing.
,POSITIVE
490The gentleman taking my order was very friendly. He took the time to explain some of the menu to me because it was my first time there. The custard he
,POSITIVE
491Called this company to get a new key for my vehicle. They quoted me a higher cost than going through the dealership by $50. I thought the dealership was high
,POSITIVE
492We sent both of our corgis for a general cleanup since they are both blowing their coats for the season. One of our boys is a fluff which presents some
,POSITIVE
493The chicken is good, the strips are nice and fresh, but the mac & cheese is just awful.  They started offering a "baked" mac&cheese, but it's really just the
,POSITIVE
494The pizza and wings were excellent!  I would highly recommend this pizza and will no doubt order pizza again the next time I'm in Vegas!
,POSITIVE
495Food was okay but next day me and my friend both got food poisoning. Now when I think about crawfish I feel sick. We're definitely never coming back to this
,POSITIVE
496Best New York style bagels....hands down! So soft and flavorful. Can't go wrong with this place.
,POSITIVE
